reference,hypothesis
Neo-Mercazole 10 Tablet belongs to a group of medicine called anti-thyroid agents. It is used in the treatment of hyperthyroidism. It reduces the amount of thyroid hormones produced by the thyroid gland.,Neo Macrazole 10 tablet belongs to a group of medicine called anti thyroid agents. It is used in the treatment of hyperthyroidism. It reduces the amount of thyroid hormones produced by the thyroid gland.
"SERUM URIC ACID, the value is 6.1 mg/dL
Gamma-Glutamyl Transferase GGT, the value is 47.0 U/L
Average Estimated Glucose plasma, the value is 122.63 mg/dL
","Serum uric acid, the value is 6 mg per dl, gamma glutamyl transferase, GGT, the value is 47 units per liter. Average estimated glucose plasma, the value is 122.63 mg per dl."
Tenoclor 25 Tablet is a combination of two medicines used to treat hypertension high blood pressure. It helps to control blood pressure when a single medication is not effective.,"Tenoclor 25 tablet is a combination of two medicines used to treat hypertension, high blood pressure. It helps to control blood pressure when a single medication is not effective."
Kebifix 200 LB Tablet is a combination medicine that is used to treat various types of bacterial infections. It fights against the microorganisms to prevent their growth and further spread of the infection.,Cefix 200 LB tablet is a combination medicine that is used to treat various types of bacterial infections. It fights against the microorganisms to prevent their growth and further spread of infection.
"Thin-slab maximum intensity projection view of the left anterior descending LAD artery shown on computed tomography angiography, revealing the myocardial bridging of the mid-LAD artery black arrow. Its depth was measured as 1.4 mm between the two small white arrows.",Thin slab maximum intensity projection view of the left anterior descending LAD artery shown on computed tomography angiography revealing the myocardial bridging of the mid LAD artery black arrow. Its depth was measured as 1.4 mm between the two small white arrows.
"The patient has a known history of skin allergy, allergic to dust, and statin-induced myopathy. Additionally, an amlodipine-induced reaction has been reported, presenting with rash and cardiovascular symptoms.","The patient has a known history of skin allergy, allergic to drugs, dust, and statin induced myopathy. Additionally, an amlodipine induced reaction has been reported presenting with rash and cardiovascular symptoms."
"A hard tender, pulsatile mass was palpable in the right subclavian area with significant bruising; there was a palpable right subclavian pulse with no pulses distal to this.","The hard, tender, pulsatile mass was palpable in the right subclavian area with significant bruising. There was a palpable right subclavian pulse with no pulses distal to this."
"Alparazole 0.5mg Tablet belongs to a class of medicines known as benzodiazepines. It is a prescription medicine used to treat anxiety. It alters brain activity, calms it and provides relief from panic attacks by relaxing the nerves.","Alprazol 0.5 mg tablet belongs to a class of medicine known as benzodiazepam. It is a prescription medicine used to treat anxiety. It alters brain activity, calms it and provides relief from panic attack by relaxing the nerves."
"The patient's presentation was acute, accompanied by nausea, chills, and cold sweating. The patient appeared pale, and while her mental status was alert, systolic blood pressure was 60 mmHg, and diastolic blood pressure was 40 mmHg.","The patient's presentation was acute accompanied by nausea, chills and cold sweating. The patient appeared pale and while her mental status was alert, systolic blood pressure was 60 mm Hg and diastolic blood pressure was 40 mm Hg."
"StayHappi Telmisartan+Metoprolol Succinate 40mg/50mg Tablet is a medicine used for treating high blood pressure. By lowering the blood pressure, it helps in preventing future heart attack and stroke.","Stay happy. Telmisartan plus metoprolol succinate 40 mg per 50 mg tablet is a medicine used for treating high blood pressure. By lowering the blood pressure, it helps in preventing future heart attack and stroke."
"Dynapar S 50mg/10mg Tablet is a combination of two medicines. It is used to reduce pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis.","Dynapar S50 mg per 10 mg tablet is a combination of two medicine. It is used to reduce pain and inflammation in condition like rheumatoid arthritis, as ankylosing spondylitis and osteoarthritis."
"Tramazide P 325mg/37.5mg Tablet is a pain relieving medicine. It is used in various conditions such as muscle ache, back pain, joint pain, menstrual cramps, and toothache. Tramazide P 325mg/37.5mg Tablet can be taken with or without food.","Tramazide P 325 mg by 37.5 mg tablet is a pain relieving medicine. It is used in various conditions such as muscle ache, back pain, joint pain, menstrual cramps and toothache. Tramazide P 325 mg by 37.5 mg tablet can be taken with or without food."
"Voltaflam 50 Tablet is a pain-relieving medicine. It is used to treat pain, swelling, stiffness, and joint pain in conditions like rheumatoid arthritis, osteoarthritis, and acute musculoskeletal injuries.","Volta fame 50 tablet is a pain relieving medicine. It is used to treat pain, swelling, stiffness and joint pain in condition like rheumatoid arthritis, osteoarthritis and acute musculoskeletal injuries."
"Flucian 150mg Tablet belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina, and other parts of the body including fingernails and toenails.","Flucian 150 milligram tablet belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina, and other parts of the body including fingernails and toenails."
Epilive 250 Tablet is an anti-epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.,Epilive 250 tablet is an anti epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.
"The patient has a history of statin-induced myopathy, a suspected acetaminophen allergy since 2020, and a dust allergy known for several years. Additionally, the patient has a food allergy that can trigger anaphylactic reactions.","The patient has a history of statin induced myopathy, a suspected acetaminophen allergy since 2020, and a dust allergy known for several years. Additionally, the patient has a food allergy that can trigger anaphylactic reactions."
"Patient has a standing job, which they have maintained for the past 2 years, allowing for increased physical activity and improved cardiovascular health. They stand for 1 to 2 hours per day, promoting better posture and muscle tone.",Patient has a standing job which they have maintained for the past two years allowing for increased physical activity and improved cardiovascular health. They stand for one to two hours per day promoting better posture and muscle tone.
"Levokem 250mg Tablet is an antibiotic, used in the treatment of bacterial infections. It is also used in treating infections of the urinary tract, nose, throat, skin and soft tissues and lungs pneumonia.","Levocam 250 milligram tablet is an antibiotic used in the treatment of bacterial infections. It is also used in treating infections of the urinary tract, nose, throat, skin and soft tissues and lungs pneumonia."
"Anagrelide is a platelet-reducing agent prescribed for thrombocythemia. This medication works by slowing the production of platelets in the body. When should Anagrelide not to be taken Contraindicated in patients with severe liver disease, and hypersensitivity.",Anagrelide is a platelet reducing agent prescribed for thrombocythemia. This medication works by slowing the production of platelets in the body. When should anagrelide not be taken? Contraindicated in patients with severe liver disease and hypersensitivity.
"Dulox 20mg Tablet is a prescription medicine used in the treatment of depression, anxiety disorder, diabetic nerve pain, fibromyalgia a condition in which there are generalized pain and tenderness in the body, neuropathic pain and stress urinary incontinence.","Dulox 20 mg tablet is a prescription medicine used in the treatment of depression, anxiety disorder, diabetic nerve pain, fibromyalgia, a condition in which there are generalized pain and tenderness in the body, neuropathic pain and stress urinary incontinence."
"A second catheter angiogram was made due to the patient's clinical deterioration. On the transverse section of the abdomen, note the large haematoma star with retroperitoneal layering of the residual contrast white arrow from the first catheter angiogram.","A second catheter angiogram was made due to the patient's clinical deterioration. On the transverse section of the abdomen, note the large hematoma star with retroperitoneal layering of the residual contrast, white arrow from the first catheter angiogram."
"Brufen 600 Tablet is a pain relieving medicine. It is used to treat many conditions such as headache, fever, period pain, toothache, colds, and mild arthritis. It is also a common ingredient in many cold and flu remedies.","Brufen 600 tablet is a pain relieving medicine. It is used to treat many conditions such as headache, fever, period pain, toothaches, cold, and mild arthritis. It is also a common ingredient in many cold and flu remedies."
"Ubimax 0.4mg Tablet is an alpha adrenergic antagonist that is used in the treatment of benign prostatic hyperplasia. It helps to relieve symptoms like difficulty in passing urine. However, it does not decrease the size of the prostate.","Ubimax 0.4 mg tablet is an alpha adrenergic antagonist that is used in the treatment of benign prostatic hyperplasia. It helps to relieve symptoms like difficulty in passing urine. However, it does not decrease the size of the prostate."
"He also complained of intermittent hair loss and recurrence of oral ulcers. Approximately one year prior, the patient was hospitalized at a local hospital for the same reason, and routine urine tests indicated microscopic hematuria and proteinuria.","He also complained of intermittent hair loss and recurrence of oral ulcers. Approximately one year prior, the patient was hospitalized at a local hospital for the same reason, and routine urine tests indicated microscopic hematuria and proteinuria."
"Dicloran A 50 mg/650 mg Tablet is a pain relieving medicine. It is used to reduce pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis.","Dicloran A 50 mg/650 mg tablet is a pain relieving medicine. It is used to reduce pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis and osteoarthritis."
"Reactin 50 Tablet is a pain-relieving medicine. It is used to treat pain, swelling, stiffness, and joint pain in conditions like rheumatoid arthritis, osteoarthritis, and acute musculoskeletal injuries.","Reactin 50 tablet is a pain relieving medicine. It is used to treat pain, swelling, stiffness and joint pain in conditions like rheumatoid arthritis, osteoarthritis and acute musculoskeletal injuries."
A 50-year-old male with a high-grade extragastrointestinal stromal tumor in the mesentery. Axial contrast-enhanced computed tomgraphy image showing a mass with cystic area white arrow and engorged vascular structures black arrow.,A 50 year old male with a high grade extra gastrointestinal stromal tumor in the mesentery. Axial contrast enhanced computed tomography image showing a mass with cystic area white arrow and engorged vascular structures black arrow.
"Azicern 500mg Tablet is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin, and eye in adults and children.","Azithron 500 milligram tablet is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin, and eye in adults and children."
"Himcet L 5mg Tablet belongs to a group of medicines called antihistamines. It is used to treat various allergic conditions such as hay fever, conjunctivitis, some skin reactions such as eczema, hives, and reactions to bites and stings.","Himset L 5 mg tablet belongs to a group of medicines called antihistamines. It is used to treat various allergic conditions such as hay fever, conjunctivitis, some skin reactions such as eczema, hives, and reactions to bites and stings."
"On further evaluation, there was deformity in ipsilateral shoulder joint and asymmetry was present as compared to opposite side. There was an anterior globular bony swelling palpable with well defined margins.","On further evaluation, there was deformity in ipsilateral shoulder joint and asymmetry was present as compared to opposite side. There was an anterior globular bony swelling palpable with well defined margins."
Brivetoin 75mg Tablet is an anti-epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.,"Brivetoin 75 mg tablet is an anti-epileptic medicine used to treat seizures, fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it."
Pioglit 7.5 Tablet is a medicine used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes. This helps to prevent serious complications of diabetes like kidney damage and blindness.,Pioglit 7.5 tablet is a medicine used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes. This helps to prevent serious complications of diabetes like kidney damage and blindness.
"Total Leucocytes WBC Count, the value is 5340.0 10*3/mm3
Red blood cell, value is not available
LDL-Cholesterol, the value is 97.6 mg/dL
",Total leucocytes WBC count the value is 5340 multiplied by 1000 per millimeter cube. Red blood cell value is not available. LDL cholesterol the value is 97.6 milligram per deciliter.
"Relmisart C 40mg/12.5mg Tablet contains two medicines, both of which help to control high blood pressure. Lowering blood pressure helps to reduce your risk of having a heart attack or a stroke in the future.","Realme 60C 40 mg/12.5 mg tablet contains two medicines, both of which help to control high blood pressure. Lowering blood pressure helps to reduce your risk of having a heart attack or a stroke in the future."
"Hista 120mg Tablet belongs to a group of medicines called antihistamines. It is used to treat various allergic conditions such as hay fever, conjunctivitis, and some skin reactions such as eczema, hives, and reactions to bites and stings.","Histamine 120 mg tablet belongs to a group of medicines called antihistamines. It is used to treat various allergic conditions such as hay fever, conjunctivitis, and some skin reactions such as eczema, hives, and reactions to bites and stings. Thanks."
Adenosine stress CMR image showing extensive perfusion defect in anterior and inferolateral wall of LV dark area in a patient with T2DM. This figure is original and based on data from Mavrogeni etal.,Adenosine stress CMR image shows extensive perfusion defect in the anterior and inferolateral wall of LV dark area in a patient with type T2DM. This figure is original and based on data from Mavrogeni etal.
TCCS with Doppler spectrum revealing tachyarrhythmia with changing cardiac output volumes in a 50-year-old patient. The patient experienced 5h of mild facial paralysis and weakness of the left arm. MRI confirmed a small cardioembolic right MCA infarction not shown.,TCCS with Doppler spectrum revealing tachyarrhythmia with changing cardiac output volumes in a 50 year old patient. The patient experienced five hours of mild facial paralysis and weakness of left arm. MRI confirmed a small cardioembolic right MCA infarction not shown.
"Salbair Neb 0.63 Transpules belongs to a group of medicines called fast-acting bronchodilators or relievers. It is used to treat the symptoms of asthma and chronic obstructive pulmonary disease COPD such as coughing, wheezing and feeling short of breath.","Salbair 0.63 transules belong to group of medicines called fast acting bronchodilators or relievers. It is used to treat the symptoms of asthma, chronic obstructive pulmonary disease, COPD such as coughing, wheezing and feeling short of breath."
"The patient has a history of statin-induced myopathy, amlodipine-induced edema, and a known allergy to mandelic acid since 2015 presenting with rash and respiratory distress. Additionally, the patient has experienced drug-induced adverse reactions.","The patient has a history of statin induced myopathy, amlodipine induced edema, and a known allergy to mandelic acid since 2015, presenting with a rash and respiratory distress. Additionally, the patient experienced drug induced adverse reaction."
"Esitor 10mg Tablet is widely prescribed to treat depression and other mental health conditions like anxiety, panic disorder, and obsessive-compulsive disorder. It is a type of antidepressant known as a selective serotonin reuptake inhibitor SSRI.","Escitalopram 10 mg tablet is widely prescribed to treat depression and other mental health conditions like anxiety, panic disorder, obsessive compulsive disorder. It is a type of antidepressant known as selective serotonin reuptake inhibitor, SSRI."
"During his convalescence, he had a second PEA arrest, from which he was again successfully resuscitated. Telemetry revealed atrial flutter with atrioventricular conduction that slowed markedly to ventricular rates as low as 34 beats per minute.","During his convalescence, he had a second PEA arrest from which he was again successfully resuscitated. Telemetry revealed atrial flutter with atrioventricular conduction that slowed markedly to ventricular rates as low as 34 beats per minute."
"Dexibuprofen is a non-steroidal anti-inflammatory drug, prescribed for moderate to severe pain such as dysmenorrhea, toothache, osteoarthritis. By blocking COX's action, it reduces the symptoms of pain and inflammation. When should Dexibuprofen not to be taken","Dexibuprofen is a non-steroidal anti-inflammatory drug prescribed for moderate to severe pain such as dysmenorrhea, toothache, osteoarthritis. By blocking COX's action, it reduces the symptoms of pain and inflammation. When should dexibuprofen not to be taken?"
Sizodon 4 Tablet is a prescription medicine used in the treatment of schizophrenia a mental disorder that can result in hallucinations or delusions and also adversely affects a persons ability to think and behave and mania.,"Sizodon four tablet is a prescription medicine used in the treatment of schizophrenia, a mental disorder that can result in hallucinations or delusions and also adversely affects a person's ability to think and behave and mania."
Stator Gold 75mg/10mg/75mg Capsule is used for prevention of heart attack. It is a combination of medicines that prevent clot formation in the blood vessels. It also helps to reduce increased cholesterol and triglycerides levels.,Stator Gold 75 mg/10 mg/75 mg capsule is used for prevention of heart attack. It is a combination of medicines that prevent clot formation in the blood vessels. It also helps to reduce increased cholesterol and triglyceride levels.
"Femotidine 20mg Tablet is an antacid. It reduces the amount of acid produced by your stomach. It is used to treat and prevent heartburn, indigestion and other symptoms caused by too much acid in the stomach.","Famotidine 20 mg tablet is an antacid. It reduces the amount of acid produced by your stomach. It is used to treat and prevent heartburn, indigestion, and other symptoms caused by too much acid in the stomach."
"Her clinical and surgical history were free, and the patient did not mention any other symptoms. Physical examination only revealed tenderness during palpation of the right upper abdominal quadrant. Laboratory blood examination showed results within normal limits.",Past medical and surgical history were free and the patient did not mention any other symptoms. Physical examination only revealed tenderness during palpation of the right upper abdominal quadrant. Laboratory blood examination showed results within normal limits.
Levesam 750 Tablet is an anti-epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.,"Levisam 750 tablet is an anti epileptic medicine used to treat seizures, fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it."
"Etofree 400mg Tablet is a pain-relieving medicine. It effectively alleviates pain and inflammation in conditions like rheumatoid arthritis, osteoarthritis, and acute pain. Etofree 400mg Tablet should be taken in the dose and duration as advised by your doctor.","Etofree 400 mg tablet is a pain relieving medicine. It effectively alleviates the pain and inflammation in conditions like rheumatoid arthritis, osteoarthritis, and acute pain. Etofree 400 mg tablet should be taken in the dose and duration as advised by your doctor."
Lntrio 10 Tablet is a combination of medicines used to treat hypertension high blood pressure when a single medication is not effective. It helps to lower high blood pressure thus reduces chances of future heart attack and stroke.,"Lentrio 10 tablet is a combination of medicines used to treat hypertension, high blood pressure when a single medication is not effective. It helps to lower high blood pressure, thus reduces chances of future heart attack and stroke."
Olmeblu 20 Tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attack and stroke. This medicine is also effective in preserving kidney function in patients with diabetes.,Olme Blue 20 tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attack and stroke. This medicine is also effective in preserving kidney function in patients with diabetes.
"She denied any history of fever, while she reported a weight loss of around 6 kilos over the same period. She also mentioned that she had undergone a cesarean section in a private clinic 6 months ago.",She denied any history of fever while she reported a weight loss of around six kilos over the same period. She also mentioned that she had undergone a cesarean section in a private clinic six months ago.
"Patient has a history of alcohol consumption, but has recently stopped drinking, indicating a positive lifestyle change. However, the patient's previous alcohol intake was on a daily basis, which can have long-term effects on liver function and overall health.","Patient has a history of alcohol consumption but has recently stopped drinking indicating a positive lifestyle change. However, the patient's previous alcohol intake was on a daily basis which can have long term effects on liver function and overall health."
"Her early pregnancy was uneventful and ultrasound examination had not been performed in the first trimester. On examination, her vital signs were stable and tenderness was present in the right iliac fossa and right lumbar region.","Her early pregnancy was uneventful and ultrasound examination had not been performed in the first trimester. On examination, her vital signs were stable and tenderness was present in the right iliac fossa and right lumbar region."
"AMPIGARD 375MG TABLET is an antibiotic medicine that helps the body fight infections caused by bacteria. It is used to treat infections of the urinary tract and ear otitis media, as well as gonorrhea.",Ampica 375 mg tablet is an antibiotic medicine that helps the body fight infections caused by bacteria. It is used to treat infections of the urinary tract and ear otitis media as well as gonorrhea.
"She had been treated with assisted reproductive technologies including artificial insemination and in vitro fertilization for over four years. During her treatment for infertility, cytological review followed by colposcopic biopsy revealed an invasive nonkeratinizing squamous cell carcinoma SCC.",She has been treated with assisted reproductive technology including artificial insemination and in in vitro fertilization for over four years during her treatment for infertility. Cytological review followed by colposcopic biopsy revealed an invasive non-keratizing squamous cell carcinoma.
Examination showed decreased air entry on the left side and a subsequent chest radiograph showed what looked like a consolidation of that lung and air-filled bowel loops inside the chest and a further ultrasound examination also identified intrathoracic ipsilateral kidney.,Examination showed decreased air entry on the left side and subsequent chest radiograph showed what looked like a consolidation of lung and air filled bubble loops inside the chest. And a further ultrasound examination also identified intrathoracic ipsilateral kidney.
"Swelling increases in size rapidly involving eyelid, entire orbit, and subsequently to the forehead. It also becomes intermittently painful. She started to loss her left eye vision gradually until it completely loss one month later.","Swelling increases in size rapidly involving eyelid, entire orbit and subsequently to the forehead. It also becomes intermittently painful. She started to lose her left eye vision gradually until it completely lost one month later."
"Rosycap-ASP 10mg/150mg Tablet is a combination of two medicines used to prevent heart attack and stroke. This medicine reduces the ""bad"" cholesterol LDL and triglycerides fats levels. Moreover, it also decreases the formation of blood clots.","Rosy Cap ASP 10 mg by 150 mg tablet is a combination of two medicines used to prevent heart attack and stroke. This medicine reduces the bad cholesterol LDL and triglycerides fats level. Moreover, it also decreases the formation of blood clots."
"Lafutidine is an antacid, prescribed for ulcer. Lafutidine suppresses gastric acid secretion. When should Lafutidine not to be taken Contraindicated to breastfeeding women. What is the dosage of Lafutidine Adult- PO- The recommended dose is 10mg twice daily.",Lefididine is an antacid prescribed for ulcer. Lefididine suppresses gastric acid secretion. When should Lefididine not be taken? Contraindicated to breastfeeding women. What is the dosage of Lefididine adult PO? The recommended dose is 10 mg twice daily.
"Myazi 500mg Tablet is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin, and eye in adults and children.","My AZ 500 mg tablet is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin, and eye in adults and children."
"Sorafenib is a kinase inhibitor, prescribed for renal cell carcinoma kidney cancer, hepatocellular carcinoma liver cancer. Sorafenib decreases tumor growth and replication. When should Sorafenib not to be taken Hypersensitivity. What is the dosage of Sorafenib","Sorafenib is a kinase inhibitor prescribed for renal cell carcinoma, kidney cancer, hepatocellular carcinoma, liver cancer. Sorafenib decreases tumor growth and replication. When should Sorafenib not be taken? Hypersensitivity. What is the dosage of Sorafenib?"
"Ritehist 10 Tablet is used to treat anxiety and helps to get relaxed before or after surgery. It is also used to treat symptoms of skin allergy like itching, swelling, and rashes in conditions such as eczema, dermatitis and psoriasis.","Retest 10 tablet is used to treat anxiety and helps to get relaxed before or after surgery. It is also used to treat symptoms of skin allergy like itching, swelling and rashes in conditions such as eczema, dermatitis and psoriasis."
"Avenclav 625 Tablet is a penicillin-type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs e.g., pneumonia, ear, nasal sinus, urinary tract, skin and soft tissue.","Avenclav 625 tablet is a penicillin type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs, example pneumonia, ear, nasal sinus, urinary tract, skin and soft tissue."
Magnetic resonance imaging showing 2.8 cm sized mass in right periadrenal area with slightly high signal intensity in T2 weighted image. Mass abuts against and compresses right adrenal gland laterally and inferior vena cava medially arrow.,Magnetic resonance imaging showing 2.8 cm sized mass in a right periadrenal area with slightly high signal intensity in T2 weighted image. Mass abuts against and compresses right adrenal gland laterally and inferior vena cava medially arrow.
"Past medical history was only significant for hypertension and gastroesophageal reflux disease. At the time of diagnosis, patient denied symptoms such as diarrhea, hypoglycemia, intractable peptic ulcer, weight loss, fever or migratory skin rash.","Past medical history was only significant for hypertension and gastroesophageal reflux disease. At the time of diagnosis, patient denied symptoms such as diarrhea, hypoglycemia, intractable peptic ulcer, weight loss, fever, or migraines."
She was treated with external beam radiotherapy to 60 Gy in 30 fractions over 6 weeks in accordance to ICRU-50. Two lateral parallel opposed fields were used to treat the nasopharynx and upper neck.,She was treated with external beam radiotherapy to 60GY in 30 fractions over six weeks in accordance to ICRU 50. Two lateral parallel opposed fields were used to treat the nasopharynx and upper neck.
"There was no history of cognitive impairment. She suffered from multiple medical conditions including atrial fibrillation, type 2 diabetes mellitus, obstructive sleep apnea, and a recent mitral valve repair complicated by postoperative delirium.","There was no history of cognitive impairment. She suffered from multiple medical conditions including atrial fibrillation, type two diabetes mellitus, obstructive sleep apnea, and a recent mitral valve repair complicated by post-operative delirium."
"Clasitil 500 Tablet is an antibiotic medicine used to treat bacterial infections in your body. It is effective in infections of the lungs e.g. pneumonia, ear, throat, nasal sinus, urinary tract, skin, soft tissues, bones, and joints.","Clasitude 500 tablet is an antibiotic medicine used to treat bacterial infections in your body. It is effective in infections of the lungs, example, pneumonia, ear, throat, nasal, sinus, urinary tract, skin, soft tissues, bones and joints."
"The patient has multiple food allergies with a history of severe reactions, pollen allergy since childhood, amlodipine-induced edema, and a known drug-induced rash. Additionally, the patient is intolerant to steroids, presenting with symptoms of adrenal suppression.","The patient has multiple food allergies with a history of severe reactions, pollen allergies since childhood, amlodipine induced edema and a non drug induced rash. Additionally, the patient is intolerant to steroids presenting with symptoms of adrenal suppression."
Axial T1. Diffuse hyperintense signal due to the post biopsy hemorrhage in the right PZ arrowheads with area free of T1 hyperintense blood asterisks matched the PCa lesions T1 hemorrhage exclusion sign.,Actual T1 diffuse hyperintense signal due to the post biopsy hemorrhage in the right PZ arrowheads with area free of T1 hyperintense blood asteris matched with PCA lesions T1 hemorrhage exclusion signs.
"Sensiclav 625 Tablet is a penicillin-type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs e.g., pneumonia, ear, nasal sinus, urinary tract, skin and soft tissue.","Senti Clav 625 tablet is a penicillin type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs, example, pneumonia, ear, nasal sinus, urinary tract, skin and soft tissue."
"Zalat 2.5mg Tablet is a type of diuretic water pill medicine. This medicine reduces excess fluid levels in the body and is used to treat edema fluid overload associated with heart, liver, kidney, or lung disease.","Salad 2.5 mg tablet is a type of diuretic water pill medicine. This medicine reduces excess fluid levels in the body and it is used to treat edema fluid overload associated with heart, liver, kidney or lung disease."
Levepsy 1000 Tablet is an anti-epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.,Levipsi 1000 tablet is an anti epileptic medicine used to treat seizures fits in epilepsy. It can be used alone or along with other medicines. It helps to prevent seizures for as long as you continue to take it.
The pre-operative CT-scan revealed a 15.4 mm stone in the lower calix of the left kidney. Metal wires in the renal parenchyma were adjacent to the stone. Coiling material in the collecting system or within the stone was not identified.,The pre-operative CT scan revealed a 15.4 mm stone in the lower calyx of the left kidney. Metal wires in the renal parenchyma were adjacent to the stone. Coiling material in the collecting system or within the stone was not identified.
Telpres 40 Tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attack and stroke. This medicine is also effective in preserving kidney function in patients with diabetes.,Telpres 40 tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attack and stroke. This medicine is also effective in preserving kidney function with patients with diabetes.
"An isoechoic nodule with minimal cystic changes in a 47-year-old woman.The isoechoic nodule 40 mm has a smooth margin, ovoid shape, parallel orientation, and focal minimal cystic change arrow. The final diagnosis was benign follicular nodule.","And isoic nodule with minimal cystic changes in a 47 year old women. The isoic nodule 40 mm has a smooth margin, oid shape, parallel orientation and a focal minimal cystic change arrow. The final diagnosis was benign follicular nodule."
Computerized Tomography of the chest; Computerized Tomography image of the thorax and mediastinum taken after the patient was intubated. The image shows extensive retropharyngeal haematoma A. There is also evidence of a right pleural effusion B.,Computerized tomography of the chest. Computerized tomography image of the thorax and mediastinum taken after the patient was intubated. The image shows extensive retropharyngeal hematoma A. There is also evidence of a right plural effusion B.
"URINE CREATININE, the value is 34.0 mg/dL
TSH ultrasensnsitive ECLIA, the value is 1.49 uIU/mL
HbA1c, GLYCATED HEMOGLOBIN, the value is 6.0 %
",Uric creatinine the value is 34 mg per deciliter. TSH ultrasensitive ELISA the value is 1.49 micro international unit per milliliter. HBA1C glycated hemoglobin the value is 6%.
Cenoza-A 75mg/75mg Capsule is a combination of two antiplatelet medicines or blood thinner used to reduce the formation of harmful blood clots in blood vessels. This helps to prevent a heart attack or stroke in people with heart disease.,Sinoza A 75 mg per 75 mg capsule is a combination of two anti platelet medicines or blood thinners used to reduce the formation of harmful blood clots in blood vessels. This helps to prevent a heart attack or stroke in people with heart disease.
"She noted the mass first by herself during her last pregnancy at 18 weeks. It was gradually increasing in size especially during the postpartum period with no other symptoms. She had 2 pregnancies, ended by cesarean deliveries for obstetric indications.",She noted the mass first by herself during her last pregnancy at 18 weeks. It was gradually increasing in size especially during the postpartum period with no other symptoms. She had two pregnancies ended by cesarean deliveries for obstructive indications.
"Six years after the index operation the patient started with symptoms that were not able to respond to oral analgesics. Medical history included hypertension, coronary artery disease, cardiac insufficiency, and renal insufficiency without requiring dialysis.","Six years after the index operation, the patient started with symptoms that were not able to respond to oral analgesics. Medical history included hypertension, coronary artery disease, cardiac insufficiency, and renal insufficiency without requiring dialysis."
"GLUCOSE Fasting, the value is 92.0 mg/dL
11 Gamma GT, the value is 4.4 U/L
RBC COUNTRED BLOOD CELL COUNT, the value is 4.85 10*6/mm3
",Glucose fasting the value is 92 mg per DL 11 gamma GT the value is 4.4 units per liter RBC countered blood cell count the value is 4.85 10 to the power 6 per mm cube.
Intragastric balloon placement is a weight-loss procedure that involves placing a saline-filled silicone balloon in your stomach. This helps you lose weight by limiting how much you can eat and making you feel fuller faster.,Intragastric balloon placement is a weight loss procedure that involves placing a saline filled silicon balloon in your stomach. This helps you lose weight by limiting how much you can eat and making you feel fuller faster.
"Crosssectional CT image of abdomen and pelvis showing air within gall bladder wall, a typical sign of emphysematous cholecystitis. Also noted are chronic calcific pancreatitis changes","Cross sectional CT image of abdomen and pelvis showing air within gallbladder wall, a typical sign of emphysematous cholecystitis. Also noted are chronic calcific pancreatitis changes."
"Awake brain surgery, also called awake craniotomy, is a type of procedure performed on the brain while you are awake and alert. Awake brain surgery is used to treat some brain neurological conditions, including some brain tumors or epileptic seizures.","Awake brain surgery, also called awake craniotomy, is a type of procedure performed on the brain while you are awake and alert. Awake brain surgery is used to treat some brain neurological conditions, including some brain tumors or epileptic seizures."
